数据集名称,ltv_query_body,assert_data_len
数据集-1527,"{""name"": ""LTV分析1527"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1528,"{""name"": ""LTV分析1528"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1529,"{""name"": ""LTV分析1529"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1530,"{""name"": ""LTV分析1530"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1531,"{""name"": ""LTV分析1531"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1532,"{""name"": ""LTV分析1532"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1533,"{""name"": ""LTV分析1533"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1534,"{""name"": ""LTV分析1534"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1535,"{""name"": ""LTV分析1535"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1536,"{""name"": ""LTV分析1536"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1537,"{""name"": ""LTV分析1537"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": []}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1538,"{""name"": ""LTV分析1538"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1539,"{""name"": ""LTV分析1539"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1540,"{""name"": ""LTV分析1540"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-1541,"{""name"": ""LTV分析1541"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1542,"{""name"": ""LTV分析1542"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": []}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1543,"{""name"": ""LTV分析1543"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1544,"{""name"": ""LTV分析1544"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1545,"{""name"": ""LTV分析1545"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1546,"{""name"": ""LTV分析1546"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-1547,"{""name"": ""LTV分析1547"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1548,"{""name"": ""LTV分析1548"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-1549,"{""name"": ""LTV分析1549"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1550,"{""name"": ""LTV分析1550"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1551,"{""name"": ""LTV分析1551"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-1552,"{""name"": ""LTV分析1552"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1553,"{""name"": ""LTV分析1553"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1554,"{""name"": ""LTV分析1554"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
